Id,已采,已发,电商平台,品牌,评论,时间,型号,PageUrl
102,TRUE,FALSE,京东,AO,不错的热水器，操作简单，安装也很及时，前一天下午打电话，第二天上午就装上了，还耐心的教你怎么使用,2014/9/9 15:35,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
103,TRUE,FALSE,京东,AO,师傅上门安装的很到位,2014/9/30 10:58,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
104,TRUE,FALSE,京东,AO,对自己选的大小很满意，送货速度还是很快的！后续新家用了之后再补评。,2014/9/27 21:47,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-103.html?callback=CommentListNew.setData
105,TRUE,FALSE,京东,AO,还没安装呢，先备着，东西不错。,2014/10/7 17:50,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-104.html?callback=CommentListNew.setData
106,TRUE,FALSE,京东,AO,安装师傅很认真负责，价格也很透明。加热速度很快，但是保温确实很差劲，不到一个小时，水温就降了一半。真心感到失望啊。,2014/8/25 11:33,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-105.html?callback=CommentListNew.setData
107,TRUE,FALSE,京东,AO,"到货快,包装不错,还没安装",2014/10/1 16:00,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-106.html?callback=CommentListNew.setData
108,TRUE,FALSE,京东,AO,不好意思，评价晚了，今天刚装好，很好用，全满分！,2014/7/24 16:04,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-107.html?callback=CommentListNew.setData
109,TRUE,FALSE,京东,AO,非常好的热水器 一如既往的好 信赖京东 信赖史密斯,2014/10/2 12:00,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-108.html?callback=CommentListNew.setData
110,TRUE,FALSE,京东,AO,还没预约安装，朋友装了挺好的！,2014/10/4 17:37,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-109.html?callback=CommentListNew.setData
111,TRUE,FALSE,京东,AO,厂家有乱收费项目而且其项目未在价目表表明 上门安装免费材料费很贵,2014/10/4 19:41,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
112,TRUE,FALSE,京东,AO,使用很好 没有摇控操作不方便 虽然比实体店便宜 但热水率比实体低10％,2014/9/29 14:06,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
113,TRUE,FALSE,京东,AO,周围的朋友都用这个品牌,2014/10/4 15:30,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-112.html?callback=CommentListNew.setData
114,TRUE,FALSE,京东,AO,热水器不错，值得信赖的牌子。,2014/8/29 9:24,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-113.html?callback=CommentListNew.setData
115,TRUE,FALSE,京东,AO,非常不错性价比高很喜欢。,2014/9/29 21:03,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-114.html?callback=CommentListNew.setData
116,TRUE,FALSE,京东,AO,史密斯品牌名不虚传！！！,2014/8/19 14:33,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-115.html?callback=CommentListNew.setData
117,TRUE,FALSE,京东,AO,看品牌，图个安心，服务不错,2014/6/17 22:16,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-116.html?callback=CommentListNew.setData
118,TRUE,FALSE,京东,AO,选史密斯热水器大品牌值得拥有,2014/10/2 17:09,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-117.html?callback=CommentListNew.setData
119,TRUE,FALSE,京东,AO,不错哦！相信京东,2014/10/3 10:19,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-118.html?callback=CommentListNew.setData
120,TRUE,FALSE,京东,AO,AO史密斯的售后很好，整个安装过程安装师傅很专业，赞一个，一次愉快的购物。,2014/10/1 19:34,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-119.html?callback=CommentListNew.setData
121,TRUE,FALSE,京东,AO,很好 很不错 真的很不错,2014/10/1 21:57,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
122,TRUE,FALSE,京东,AO,质量很好，用的十分舒服。支持！支持！灰常灰常好的热水器，已经介绍给朋友啦,2014/5/9 20:34,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
123,TRUE,FALSE,京东,AO,很好，原定的送货时间由于没装修好找客服改过一次，最后在合适的时间送来，安装花了点儿钱，还好还好,2014/7/30 22:37,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-122.html?callback=CommentListNew.setData
124,TRUE,FALSE,京东,AO,简单实用，操作简便，安装迅速,2014/9/23 15:16,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-123.html?callback=CommentListNew.setData
125,TRUE,FALSE,京东,AO,按照挺快的，实用性强,2014/9/17 14:10,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-124.html?callback=CommentListNew.setData
126,TRUE,FALSE,京东,AO,已经安装到位 以前用过史密斯 几年来用的很好。这次新房还是选的老史。安装材料花了将近300元 虽是正规收费 还是觉得有些贵。,2014/9/22 6:25,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-125.html?callback=CommentListNew.setData
127,TRUE,FALSE,京东,AO,值得信赖,2014/9/5 11:21,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-126.html?callback=CommentListNew.setData
128,TRUE,FALSE,京东,AO,行业中的大牌，机械版的，很实用，一切都很好，安装师傅很专业很好,2014/8/11 14:06,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-127.html?callback=CommentListNew.setData
129,TRUE,FALSE,京东,AO,很好的产品，服务态度非常好。,2014/9/12 16:58,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-128.html?callback=CommentListNew.setData
130,TRUE,FALSE,京东,AO,好用、实惠,2014/8/22 15:29,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-129.html?callback=CommentListNew.setData
131,TRUE,FALSE,京东,AO,东西不错，还是大品牌好,2014/9/17 11:25,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-130.html?callback=CommentListNew.setData
132,TRUE,FALSE,京东,AO,感觉非常好 节电  东西看着都舒服,2014/8/10 8:54,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-131.html?callback=CommentListNew.setData
133,TRUE,FALSE,京东,AO,蛮好的，难道非要10个字？,2014/8/25 10:06,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-132.html?callback=CommentListNew.setData
134,TRUE,FALSE,京东,AO,非常好，通电以后，十分钟就升到五十几度，安装的师傅也很好，垃圾都处理的很干净，收费也合理，245.总之非常好！,2014/9/13 21:36,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-133.html?callback=CommentListNew.setData
135,TRUE,FALSE,京东,AO,非常给力 安装快捷  使用方便,2014/9/13 19:29,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-134.html?callback=CommentListNew.setData
136,TRUE,FALSE,京东,AO,很好用，推荐购买。,2014/9/1 0:35,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-135.html?callback=CommentListNew.setData
137,TRUE,FALSE,京东,AO,比想象的要好的多。热水速度快。出水均匀。值得推荐！,2014/7/10 9:27,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-136.html?callback=CommentListNew.setData
138,TRUE,FALSE,京东,AO,送货及时，安装师傅服务周到，安装配件费用169元。,2014/8/8 8:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-137.html?callback=CommentListNew.setData
139,TRUE,FALSE,京东,AO,很好。。。。。。。。。。。。。,2014/8/25 22:24,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-138.html?callback=CommentListNew.setData
140,TRUE,FALSE,京东,AO,送货的很忠厚，态度比较好。热水器外观也还可以，大品牌。,2014/8/29 23:58,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-139.html?callback=CommentListNew.setData
141,TRUE,FALSE,京东,AO,挺好的，送的非常迅速，安装师傅也挺快，服务也挺好的,2014/9/2 17:43,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-140.html?callback=CommentListNew.setData
142,TRUE,FALSE,京东,AO,大品牌值得信赖，希望能多用几年，上门安装的师傅也比较认真负责，收费合理，赞一个！,2014/8/14 22:53,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-141.html?callback=CommentListNew.setData
143,TRUE,FALSE,京东,AO,还没有用，送货及时安装也很快,2014/8/13 22:09,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-142.html?callback=CommentListNew.setData
144,TRUE,FALSE,京东,AO,外观简洁大方，与之前使用的尺寸一样，卖家推荐很给力哦！,2014/5/20 13:50,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-143.html?callback=CommentListNew.setData
145,TRUE,FALSE,京东,AO,很好用热的很快,2014/8/28 20:09,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-144.html?callback=CommentListNew.setData
146,TRUE,FALSE,京东,AO,蛮好用的，安装到位。。,2014/8/18 21:14,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-145.html?callback=CommentListNew.setData
147,TRUE,FALSE,京东,AO,热水器很好，送货和史密斯的安装师傅都很认真负责，一次愉快的购物。,2014/8/24 10:38,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-146.html?callback=CommentListNew.setData
148,TRUE,FALSE,京东,AO,这款热水器长度693，比一般的短，但直径稍微大了些，可以根据个人喜好购买。京东配送速度一如既往快，厂家售后安装服务规范，收费合理，态度更是好得让人觉得不好意思。热水器功能齐全，其中的半桶速热、max增容等等，都是非常实用的，其它就不必说了，相信史密斯。,2014/8/14 9:56,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-147.html?callback=CommentListNew.setData
149,TRUE,FALSE,京东,AO,在京东买过多次很好很不错,2014/8/26 14:38,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-148.html?callback=CommentListNew.setData
150,TRUE,FALSE,京东,AO,还没装好呢,2014/8/20 14:22,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-149.html?callback=CommentListNew.setData
151,TRUE,FALSE,京东,AO,东西很好用,2014/7/24 8:17,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-150.html?callback=CommentListNew.setData
152,TRUE,FALSE,京东,AO,用着个还不错呢  其他也不懂,2014/8/14 9:13,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-151.html?callback=CommentListNew.setData
153,TRUE,FALSE,京东,AO,质量不错，快递很给力，赞一个！能送到楼上,2014/7/25 11:06,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-152.html?callback=CommentListNew.setData
154,TRUE,FALSE,京东,AO,挺好的，热的很快，大品牌,2014/7/15 10:27,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-153.html?callback=CommentListNew.setData
155,TRUE,FALSE,京东,AO,用了过来评的，真心不错，很好用,2014/3/19 18:30,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-154.html?callback=CommentListNew.setData
156,TRUE,FALSE,京东,AO,不错，宝宝很喜欢看！,2014/7/11 5:39,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-155.html?callback=CommentListNew.setData
157,TRUE,FALSE,京东,AO,还没安装，不知道怎么样，价格合理就买了，过些日子安装试试,2014/8/20 11:57,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-156.html?callback=CommentListNew.setData
158,TRUE,FALSE,京东,AO,第一次在京东买东西，感觉很好，送货安装都很快，服务也好。,2014/8/11 15:17,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-157.html?callback=CommentListNew.setData
159,TRUE,FALSE,京东,AO,好，送货快，服务号，外观漂亮,2014/6/18 21:06,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-158.html?callback=CommentListNew.setData
160,TRUE,FALSE,京东,AO,东西很给力啊！不好意思来晚了！,2014/6/25 15:58,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-159.html?callback=CommentListNew.setData
161,TRUE,FALSE,京东,AO,就是奔品牌来的 用起来也真不错,2014/6/17 20:13,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-160.html?callback=CommentListNew.setData
162,TRUE,FALSE,京东,AO,热水器就这个牌子，省心！,2014/8/13 18:53,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-161.html?callback=CommentListNew.setData
163,TRUE,FALSE,京东,AO,安装师傅很耐心，服务很好，热水器出热水很快,2014/7/29 14:43,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-162.html?callback=CommentListNew.setData
164,TRUE,FALSE,京东,AO,性价比高，服务好,2014/8/10 21:42,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-163.html?callback=CommentListNew.setData
165,TRUE,FALSE,京东,AO,非常满意，机器很好,2014/8/14 13:52,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-164.html?callback=CommentListNew.setData
166,TRUE,FALSE,京东,AO,还没用呢，等用了再追加评论吧，大品牌质量肯定是不错的，相信京东,2014/7/31 14:23,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-165.html?callback=CommentListNew.setData
167,TRUE,FALSE,京东,AO,安装上了 还没真正用过，不错  师傅 服务到位 真心不错,2014/7/30 9:14,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-166.html?callback=CommentListNew.setData
168,TRUE,FALSE,京东,AO,热水器赞一个  很不错哦~  用起来很方便. 相信这个牌子. A.o的安装师傅服务态度也超级好. 很耐心给你讲. 第二天还有电话回访.  第一次网上买大件.  很愉快的购物~,2014/8/10 23:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-167.html?callback=CommentListNew.setData
169,TRUE,FALSE,京东,AO,AO史密斯（A.O.Smith） 电热水器很不错！,2014/8/8 14:13,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-168.html?callback=CommentListNew.setData
170,TRUE,FALSE,京东,AO,送货快，价钱也还可以，很不错,2014/7/25 20:57,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-169.html?callback=CommentListNew.setData
